"Home name",Long,Lat
1768473900,"2026/01/15 11:45:00",19.5,19.5,226,1581,
1768475700,"2026/01/15 12:15:00",19.5,19.5,312,1485,
1768477500,"2026/01/15 12:45:00",19.5,19.5,365,1432,
1768479300,"2026/01/15 13:15:00",19.5,19.5,388,1419,
1768481100,"2026/01/15 13:45:00",19.5,19.5,387,1410,
1768482900,"2026/01/15 14:15:00",19.5,19.5,452,1345,
1768484700,"2026/01/15 14:45:00",19.5,19.5,323,1483,
1768486500,"2026/01/15 15:15:00",19.5,19.5,387,1410,
1768488300,"2026/01/15 15:45:00",19.5,19.5,387,1410,
1768490100,"2026/01/15 16:15:00",19.5,19.5,517,1290,
1768491900,"2026/01/15 16:45:00",19.5,19.5,451,1346,
1768493700,"2026/01/15 17:15:00",19.5,19.5,388,1409,
1768495500,"2026/01/15 17:45:00",19.5,19.5,386,1410,
1768497300,"2026/01/15 18:15:00",19.5,19.5,387,1421,
1768499100,"2026/01/15 18:45:00",19.5,19.5,311,1486,
1768500900,"2026/01/15 19:15:00",19.6,19.5,268,1528,
1768502700,"2026/01/15 19:45:00",19.5,19.5,0,1808,
1768504500,"2026/01/15 20:15:00",19.5,19.5,711,1086,
1768506300,"2026/01/15 20:45:00",19.6,19.5,258,1538,
1768508100,"2026/01/15 21:15:00",19.6,19.5,0,1808,
1768509900,"2026/01/15 21:45:00",19.5,19.5,0,1797,
1768511700,"2026/01/15 22:15:00",19.4,18.8,64,1765,
1768513500,"2026/01/15 22:45:00",19.3,18.5,0,1796,
1768515300,"2026/01/15 23:15:00",19.1,18.5,0,1808,
1768517100,"2026/01/15 23:45:00",19,18.5,0,1797,
1768518900,"2026/01/16 00:15:00",18.8,18.5,0,1796,
1768520700,"2026/01/16 00:45:00",18.7,18.5,0,1808,
1768522500,"2026/01/16 01:15:00",18.6,18.5,0,1797,
1768524300,"2026/01/16 01:45:00",18.5,18.5,0,1796,
1768526100,"2026/01/16 02:15:00",18.5,18.5,0,1797,
1768527900,"2026/01/16 02:45:00",18.4,18.5,775,1033,
1768529700,"2026/01/16 03:15:00",18.5,18.5,0,1796,
1768531500,"2026/01/16 03:45:00",18.5,18.5,390,1408,
1768533300,"2026/01/16 04:15:00",18.5,18.5,0,1808,
1768535100,"2026/01/16 04:45:00",18.4,18.5,581,1215,
1768536900,"2026/01/16 05:15:00",18.5,18.5,257,1540,
1768538700,"2026/01/16 05:45:00",18.5,18.5,0,1808,
1768540500,"2026/01/16 06:15:00",18.5,18.5,237,1559,
1768542300,"2026/01/16 06:45:00",18.5,18.5,409,1388,
1768544100,"2026/01/16 07:15:00",18.6,19.3,1195,613,
1768545900,"2026/01/16 07:45:00",18.9,19.5,1796,0,
1768547700,"2026/01/16 08:15:00",19.7,19.5,753,1055,
1768549500,"2026/01/16 08:45:00",19.9,19.5,0,1797,
1768551300,"2026/01/16 09:15:00",19.8,19.5,0,1796,
1768553100,"2026/01/16 09:45:00",19.6,19.5,0,1808,
1768554900,"2026/01/16 10:15:00",19.5,19.5,118,1679,
1768556700,"2026/01/16 10:45:00",19.4,19.5,462,1334,
1768558500,"2026/01/16 11:15:00",19.5,19.5,711,1086,
1768560300,"2026/01/16 11:45:00",19.6,19.5,323,1485,
1768562100,"2026/01/16 12:15:00",19.5,19.5,0,1796,
1768563900,"2026/01/16 12:45:00",19.4,19.5,644,1153,
1768565700,"2026/01/16 13:15:00",19.5,19.5,453,1355,
1768567500,"2026/01/16 13:45:00",19.5,19.5,0,1796,
1768569300,"2026/01/16 14:15:00",19.5,19.5,711,1086,
1768571100,"2026/01/16 14:45:00",19.5,19.5,0,1808,
1768572900,"2026/01/16 15:15:00",19.5,19.5,580,1216,
1768574700,"2026/01/16 15:45:00",19.5,19.5,0,1797,
1768576500,"2026/01/16 16:15:00",19.5,19.5,420,1388,
1768578300,"2026/01/16 16:45:00",19.5,19.5,354,1442,
1768580100,"2026/01/16 17:15:00",19.5,19.5,140,1657,
1768581900,"2026/01/16 17:45:00",19.5,19.5,442,1355,
1768583700,"2026/01/16 18:15:00",19.5,19.5,0,1807,
1768585500,"2026/01/16 18:45:00",19.5,19.5,580,1217,
1768587300,"2026/01/16 19:15:00",19.5,19.5,0,1797,
1768589100,"2026/01/16 19:45:00",19.5,19.5,582,1225,
1768590900,"2026/01/16 20:15:00",19.5,19.5,0,1797,
1768592700,"2026/01/16 20:45:00",19.5,19.5,451,1346,
1768594500,"2026/01/16 21:15:00",19.6,19.5,0,1807,
1768596300,"2026/01/16 21:45:00",19.5,19.5,387,1410,
1768598100,"2026/01/16 22:15:00",19.5,18.5,0,1765,
1768599900,"2026/01/16 22:45:00",19.4,18.5,0,1796,
1768601700,"2026/01/16 23:15:00",19.3,18.5,0,1808,
1768603500,"2026/01/16 23:45:00",19.1,18.5,0,1797,
1768605300,"2026/01/17 00:15:00",18.9,18.5,0,1796,
1768607100,"2026/01/17 00:45:00",18.8,18.5,0,1808,
1768608900,"2026/01/17 01:15:00",18.7,18.5,0,1797,
1768610700,"2026/01/17 01:45:00",18.6,18.5,0,1796,
1768612500,"2026/01/17 02:15:00",18.5,18.5,0,1797,
1768614300,"2026/01/17 02:45:00",18.5,18.5,0,1808,
1768616100,"2026/01/17 03:15:00",18.4,18.5,710,1086,
1768617900,"2026/01/17 03:45:00",18.5,18.5,0,1797,
1768619700,"2026/01/17 04:15:00",18.5,18.5,387,1420,
1768621500,"2026/01/17 04:45:00",18.5,18.5,0,1796,
1768623300,"2026/01/17 05:15:00",18.4,18.5,517,1280,
1768625100,"2026/01/17 05:45:00",18.5,18.5,0,1808,
1768626900,"2026/01/17 06:15:00",18.5,18.5,430,1366,
1768628700,"2026/01/17 06:45:00",18.5,18.5,151,1646,
1768630500,"2026/01/17 07:15:00",18.5,19.3,1195,613,
1768632300,"2026/01/17 07:45:00",19.1,19.5,1796,0,
1768634100,"2026/01/17 08:15:00",19.9,19.5,366,1442,
1768635900,"2026/01/17 08:45:00",19.9,19.5,0,1797,
1768637700,"2026/01/17 09:15:00",19.8,19.5,0,1796,
1768639500,"2026/01/17 09:45:00",19.5,19.5,0,1808,
1768641300,"2026/01/17 10:15:00",19.4,19.5,700,1097,
1768643100,"2026/01/17 10:45:00",19.5,19.5,75,1721,
1768644900,"2026/01/17 11:15:00",19.5,19.5,419,1378,
1768646700,"2026/01/17 11:45:00",19.5,19.5,162,1646,
1768648500,"2026/01/17 12:15:00",19.5,19.5,0,1796,
1768650300,"2026/01/17 12:45:00",19.4,19.5,11,1786,
1768652100,"2026/01/17 13:15:00",19.4,19.5,1087,721,
1768653900,"2026/01/17 13:45:00",19.6,19.5,0,1796,
1768655700,"2026/01/17 14:15:00",19.5,19.5,0,1797,
1768657500,"2026/01/17 14:45:00",19.5,19.5,387,1421,
1768659300,"2026/01/17 15:15:00",19.4,19.5,388,1408,
1768661100,"2026/01/17 15:45:00",19.5,19.5,582,1215,
1768662900,"2026/01/17 16:15:00",19.5,19.5,387,1421,
1768664700,"2026/01/17 16:45:00",19.5,19.5,0,1796,
1768666500,"2026/01/17 17:15:00",19.4,19.5,720,1077,
1768668300,"2026/01/17 17:45:00",19.5,19.5,441,1356,
1768670100,"2026/01/17 18:15:00",19.6,19.5,0,1807,
1768671900,"2026/01/17 18:45:00",19.5,19.5,311,1486,
1768673700,"2026/01/17 19:15:00",19.5,19.5,183,1614,
1768675500,"2026/01/17 19:45:00",19.5,19.5,215,1592,
1768677300,"2026/01/17 20:15:00",19.5,19.5,0,1797,
1768679100,"2026/01/17 20:45:00",19.5,19.5,517,1280,
1768680900,"2026/01/17 21:15:00",19.5,19.5,0,1807,
1768682700,"2026/01/17 21:45:00",19.5,19.5,581,1216,
1768684500,"2026/01/17 22:15:00",19.5,18.8,0,1829,
1768686300,"2026/01/17 22:45:00",19.5,18.5,0,1797,
1768688100,"2026/01/17 23:15:00",19.3,18.5,0,1808,
1768689900,"2026/01/17 23:45:00",19.1,18.5,0,1796,
1768691700,"2026/01/18 00:15:00",19,18.5,0,1797,
1768693500,"2026/01/18 00:45:00",18.9,18.5,0,1808,
1768695300,"2026/01/18 01:15:00",18.8,18.5,0,1796,
1768697100,"2026/01/18 01:45:00",18.7,18.5,0,1797,
1768698900,"2026/01/18 02:15:00",18.6,18.5,0,1797,
1768700700,"2026/01/18 02:45:00",18.5,18.5,0,1807,
1768702500,"2026/01/18 03:15:00",18.4,18.5,409,1388,
1768704300,"2026/01/18 03:45:00",18.4,18.5,312,1485,
1768706100,"2026/01/18 04:15:00",18.5,18.5,247,1560,
1768707900,"2026/01/18 04:45:00",18.5,18.5,0,1797,
1768709700,"2026/01/18 05:15:00",18.5,18.5,453,1344,
1768711500,"2026/01/18 05:45:00",18.5,18.5,0,1808,
1768713300,"2026/01/18 06:15:00",18.5,18.5,581,1216,
1768715100,"2026/01/18 06:45:00",18.5,18.5,0,1797,
1768716900,"2026/01/18 07:15:00",18.5,19.3,1194,613,
1768718700,"2026/01/18 07:45:00",19,19.5,1808,0,
1768720500,"2026/01/18 08:15:00",19.9,19.5,485,1312,
1768722300,"2026/01/18 08:45:00",20,19.5,0,1796,
1768724100,"2026/01/18 09:15:00",20,19.5,0,1797,
1768725900,"2026/01/18 09:45:00",20,19.5,0,1808,
1768727700,"2026/01/18 10:15:00",20.1,19.5,0,1796,
1768729500,"2026/01/18 10:45:00",20.3,19.5,0,1797,
1768731300,"2026/01/18 11:15:00",20.4,19.5,0,1808,
1768733100,"2026/01/18 11:45:00",20.5,19.5,0,1796,
1768734900,"2026/01/18 12:15:00",20.7,19.5,0,1797,
1768736700,"2026/01/18 12:45:00",20.7,19.5,0,1808,
1768738500,"2026/01/18 13:15:00",20.7,19.5,0,1796,
1768740300,"2026/01/18 13:45:00",20.7,19.5,0,1797,
1768742100,"2026/01/18 14:15:00",20.6,19.5,0,1808,
1768743900,"2026/01/18 14:45:00",20.5,19.5,0,1796,
1768745700,"2026/01/18 15:15:00",20.4,19.5,0,1797,
1768747500,"2026/01/18 15:45:00",20.2,19.5,0,1797,
1768749300,"2026/01/18 16:15:00",20,19.5,0,1807,
1768751100,"2026/01/18 16:45:00",19.8,19.5,0,1797,
1768752900,"2026/01/18 17:15:00",19.7,19.5,0,1797,
1768754700,"2026/01/18 17:45:00",19.6,19.5,0,1806,
1768756500,"2026/01/18 18:15:00",19.5,19.5,387,1410,
1768758300,"2026/01/18 18:45:00",19.5,19.5,389,1408,
1768760100,"2026/01/18 19:15:00",19.5,19.5,0,1807,
1768761900,"2026/01/18 19:45:00",19.5,19.5,172,1625,
1768763700,"2026/01/18 20:15:00",19.5,19.5,603,1194,
1768765500,"2026/01/18 20:45:00",19.6,19.5,0,1797,
1768767300,"2026/01/18 21:15:00",19.5,19.5,0,1807,
1768769100,"2026/01/18 21:45:00",19.5,19.5,0,1797,
1768770900,"2026/01/18 22:15:00",19.4,18.5,194,1570,
1768772700,"2026/01/18 22:45:00",19.3,18.5,0,1797,
1768774500,"2026/01/18 23:15:00",19.2,18.5,0,1808,
1768776300,"2026/01/18 23:45:00",19,18.5,0,1796,
1768778100,"2026/01/19 00:15:00",18.9,18.5,0,1797,
1768779900,"2026/01/19 00:45:00",18.8,18.5,0,1808,
1768781700,"2026/01/19 01:15:00",18.7,18.5,0,1796,
1768783500,"2026/01/19 01:45:00",18.7,18.5,0,1797,
1768785300,"2026/01/19 02:15:00",18.6,18.5,0,1808,
1768787100,"2026/01/19 02:45:00",18.5,18.5,0,1796,
1768788900,"2026/01/19 03:15:00",18.5,18.5,0,1797,
1768790700,"2026/01/19 03:45:00",18.4,18.5,775,1022,
1768792500,"2026/01/19 04:15:00",18.5,18.5,0,1807,
1768794300,"2026/01/19 04:45:00",18.5,18.5,386,1411,
1768796100,"2026/01/19 05:15:00",18.5,18.5,0,1797,
1768797900,"2026/01/19 05:45:00",18.5,18.5,387,1420,
1768799700,"2026/01/19 06:15:00",18.5,18.5,0,1797,
1768801500,"2026/01/19 06:45:00",18.4,18.5,108,1689,
1768803300,"2026/01/19 07:15:00",18.5,19.5,1797,0,
1768805100,"2026/01/19 07:45:00",19.3,19.5,1796,0,
1768806900,"2026/01/19 08:15:00",19.9,19.5,43,1765,
1768808700,"2026/01/19 08:45:00",20,19.5,0,1797,
1768810500,"2026/01/19 09:15:00",20,19.5,0,1796,
1768812300,"2026/01/19 09:45:00",20,19.5,0,1808,
1768814100,"2026/01/19 10:15:00",20,19.5,0,1797,
1768815900,"2026/01/19 10:45:00",20.1,19.5,0,1796,
1768817700,"2026/01/19 11:15:00",20.2,19.5,0,1797,
1768819500,"2026/01/19 11:45:00",20.3,19.5,0,1808,
1768821300,"2026/01/19 12:15:00",20.4,19.5,0,1796,
1768823100,"2026/01/19 12:45:00",20.4,19.5,0,1797,
1768824900,"2026/01/19 13:15:00",20.4,19.5,0,1808,
1768826700,"2026/01/19 13:45:00",20.4,19.5,0,1796,
1768828500,"2026/01/19 14:15:00",20.3,19.5,0,1797,
1768830300,"2026/01/19 14:45:00",20.2,19.5,0,1808,
1768832100,"2026/01/19 15:15:00",20.1,19.5,0,1796,
1768833900,"2026/01/19 15:45:00",19.9,19.5,0,1797,
1768835700,"2026/01/19 16:15:00",19.6,19.5,0,1808,
1768837500,"2026/01/19 16:45:00",19.5,19.5,323,1473,
1768839300,"2026/01/19 17:15:00",19.4,19.5,516,1281,
1768841100,"2026/01/19 17:45:00",19.5,19.5,0,1797,
1768842900,"2026/01/19 18:15:00",19.4,19.5,644,1163,
1768844700,"2026/01/19 18:45:00",19.5,19.5,258,1539,
1768846500,"2026/01/19 19:15:00",19.5,19.5,0,1797,
1768848300,"2026/01/19 19:45:00",19.5,19.5,451,1356,
1768850100,"2026/01/19 20:15:00",19.5,19.5,388,1409,
1768851900,"2026/01/19 20:45:00",19.5,19.5,0,1797,
1768853700,"2026/01/19 21:15:00",19.5,19.5,279,1528,
1768855500,"2026/01/19 21:45:00",19.5,19.5,441,1356,
1768857300,"2026/01/19 22:15:00",19.5,18.8,247,1582,
1768859100,"2026/01/19 22:45:00",19.4,18.5,0,1797,
1768860900,"2026/01/19 23:15:00",19.2,18.5,0,1807,
1768862700,"2026/01/19 23:45:00",19,18.5,0,1797,
1768864500,"2026/01/20 00:15:00",18.9,18.5,0,1797,
1768866300,"2026/01/20 00:45:00",18.8,18.5,0,1807,
1768868100,"2026/01/20 01:15:00",18.7,18.5,0,1797,
1768869900,"2026/01/20 01:45:00",18.6,18.5,0,1797,
1768871700,"2026/01/20 02:15:00",18.5,18.5,290,1507,
1768873500,"2026/01/20 02:45:00",18.4,18.5,259,1548,
1768875300,"2026/01/20 03:15:00",18.4,18.5,248,1549,
1768877100,"2026/01/20 03:45:00",18.5,18.5,430,1367,
1768878900,"2026/01/20 04:15:00",18.5,18.5,452,1355,
1768880700,"2026/01/20 04:45:00",18.5,18.5,0,1797,
1768882500,"2026/01/20 05:15:00",18.5,18.5,581,1216,
1768884300,"2026/01/20 05:45:00",18.5,18.5,0,1807,
1768886100,"2026/01/20 06:15:00",18.5,18.5,516,1281,
1768887900,"2026/01/20 06:45:00",18.5,18.5,0,1797,
1768889700,"2026/01/20 07:15:00",18.6,19.1,1603,613,
1768891500,"2026/01/20 07:45:00",19,18.5,0,1797,
1768893300,"2026/01/20 08:15:00",19.1,18.5,0,1796,
1768895100,"2026/01/20 08:45:00",19,18.5,0,1797,
1768896900,"2026/01/20 09:15:00",19.1,18.5,0,1808,
1768898700,"2026/01/20 09:45:00",19.1,18.5,0,1796,
1768900500,"2026/01/20 10:15:00",19.2,18.5,0,1797,
1768902300,"2026/01/20 10:45:00",19.3,18.5,0,1808,
1768904100,"2026/01/20 11:15:00",19.5,18.5,0,1796,
1768905900,"2026/01/20 11:45:00",19.6,18.5,0,1797,
1768907700,"2026/01/20 12:15:00",19.7,18.5,0,1808,
1768909500,"2026/01/20 12:45:00",19.8,18.5,0,1796,
1768911300,"2026/01/20 13:15:00",19.8,19.2,0,1657,
1768913100,"2026/01/20 13:45:00",19.7,19.5,0,1808,
1768914900,"2026/01/20 14:15:00",19.7,19.5,0,1797,
1768916700,"2026/01/20 14:45:00",19.6,19.5,0,1796,
1768918500,"2026/01/20 15:15:00",19.4,19.5,43,1754,
1768920300,"2026/01/20 15:45:00",19.3,19.5,603,1205,
1768922100,"2026/01/20 16:15:00",19.4,19.5,904,892,
1768923900,"2026/01/20 16:45:00",19.5,19.5,452,1345,
1768925700,"2026/01/20 17:15:00",19.5,19.5,0,1808,
1768927500,"2026/01/20 17:45:00",19.4,19.5,775,1021,
1768929300,"2026/01/20 18:15:00",19.5,19.5,322,1475,
1768931100,"2026/01/20 18:45:00",19.5,19.5,0,1808,
1768932900,"2026/01/20 19:15:00",19.4,19.5,839,957,
1768934700,"2026/01/20 19:45:00",19.5,19.5,387,1410,
1768936500,"2026/01/20 20:15:00",19.6,19.5,0,1808,
1768938300,"2026/01/20 20:45:00",19.5,19.5,483,1313,
1768940100,"2026/01/20 21:15:00",19.5,19.5,570,1227,
1768941900,"2026/01/20 21:45:00",19.5,19.5,43,1754,
1768943700,"2026/01/20 22:15:00",19.5,18.5,0,1506,
1768945500,"2026/01/20 22:45:00",19.4,18.5,0,1797,
1768947300,"2026/01/20 23:15:00",19.2,18.5,0,1807,
1768949100,"2026/01/20 23:45:00",19,18.5,0,1797,
1768950900,"2026/01/21 00:15:00",18.9,18.5,0,1797,
1768952700,"2026/01/21 00:45:00",18.7,18.5,0,1807,
1768954500,"2026/01/21 01:15:00",18.6,18.5,0,1797,
1768956300,"2026/01/21 01:45:00",18.5,18.5,0,1797,
1768958100,"2026/01/21 02:15:00",18.4,18.5,291,1506,
1768959900,"2026/01/21 02:45:00",18.5,18.5,613,1194,
1768961700,"2026/01/21 03:15:00",18.5,18.5,0,1797,
1768963500,"2026/01/21 03:45:00",18.5,18.5,0,1797,
1768965300,"2026/01/21 04:15:00",18.4,18.5,387,1420,
1768967100,"2026/01/21 04:45:00",18.4,18.5,453,1344,
1768968900,"2026/01/21 05:15:00",18.5,18.5,516,1281,
1768970700,"2026/01/21 05:45:00",18.5,18.5,259,1548,
1768972500,"2026/01/21 06:15:00",18.5,18.5,0,1797,
1768974300,"2026/01/21 06:45:00",18.4,18.5,775,1022,
1768976100,"2026/01/21 07:15:00",18.7,19.3,1194,613,
1768977900,"2026/01/21 07:45:00",19.3,19.5,1797,0,
1768979700,"2026/01/21 08:15:00",19.9,19.5,43,1764,
1768981500,"2026/01/21 08:45:00",19.8,19.5,0,1797,
1768983300,"2026/01/21 09:15:00",19.7,19.5,0,1797,
1768985100,"2026/01/21 09:45:00",19.5,19.5,0,1807,
1768986900,"2026/01/21 10:15:00",19.3,19.5,635,1162,
1768988700,"2026/01/21 10:45:00",19.6,19.5,334,1463,
1768990500,"2026/01/21 11:15:00",19.9,19.5,0,1797,
1768992300,"2026/01/21 11:45:00",20.1,19.5,0,1807,
1768994100,"2026/01/21 12:15:00",20.3,19.5,0,1797,
1768995900,"2026/01/21 12:45:00",20.3,19.5,0,1797,
1768997700,"2026/01/21 13:15:00",20.3,19.5,0,1807,
1768999500,"2026/01/21 13:45:00",20.2,19.5,0,1797,
1769001300,"2026/01/21 14:15:00",20.2,19.5,0,1797,
1769003100,"2026/01/21 14:45:00",20.1,19.5,0,1807,
1769004900,"2026/01/21 15:15:00",19.9,19.5,0,1797,
1769006700,"2026/01/21 15:45:00",19.7,19.5,0,1797,
1769008500,"2026/01/21 16:15:00",19.6,19.5,0,1807,
1769010300,"2026/01/21 16:45:00",19.3,19.5,537,1260,
1769012100,"2026/01/21 17:15:00",19.4,19.5,817,980,
1769013900,"2026/01/21 17:45:00",19.5,19.5,0,1796,
1769015700,"2026/01/21 18:15:00",19.4,19.5,129,1679,
1769017500,"2026/01/21 18:45:00",19.5,19.5,580,1217,
1769019300,"2026/01/21 19:15:00",19.5,19.5,0,1796,
1769021100,"2026/01/21 19:45:00",19.5,19.5,0,1808,
1769022900,"2026/01/21 20:15:00",19.4,19.5,711,1086,
1769024700,"2026/01/21 20:45:00",19.5,19.5,323,1473,
1769026500,"2026/01/21 21:15:00",19.5,19.5,0,1808,
1769028300,"2026/01/21 21:45:00",19.5,19.5,582,1215,
1769030100,"2026/01/21 22:15:00",19.5,18.5,0,1764,
1769031900,"2026/01/21 22:45:00",19.3,18.5,0,1797,
1769033700,"2026/01/21 23:15:00",19.1,18.5,0,2399,
1769035500,"2026/01/21 23:45:00",19,18.5,0,1205,
1769037300,"2026/01/22 00:15:00",18.8,18.5,0,1797,
1769039100,"2026/01/22 00:45:00",18.7,18.5,0,2399,
1769040900,"2026/01/22 01:15:00",18.6,18.5,0,1205,
1769042700,"2026/01/22 01:45:00",18.5,18.5,0,1797,
1769044500,"2026/01/22 02:15:00",18.4,18.5,743,1054,
1769046300,"2026/01/22 02:45:00",18.5,18.5,225,1582,
1769048100,"2026/01/22 03:15:00",18.5,18.5,0,1797,
1769049900,"2026/01/22 03:45:00",18.5,18.5,323,1474,
1769051700,"2026/01/22 04:15:00",18.4,18.5,453,1946,
1769053500,"2026/01/22 04:45:00",18.4,18.5,65,1140,
1769055300,"2026/01/22 05:15:00",18.5,18.5,387,1410,
1769057100,"2026/01/22 05:45:00",18.5,18.5,644,1755,
1769058900,"2026/01/22 06:15:00",18.5,18.5,0,1205,
1769060700,"2026/01/22 06:45:00",18.5,18.5,324,1473,
1769062500,"2026/01/22 07:15:00",18.5,19.3,1324,483,
1769064300,"2026/01/22 07:45:00",19.1,19.5,1797,0,
1769066100,"2026/01/22 08:15:00",19.8,19.5,366,1441,
1769067900,"2026/01/22 08:45:00",19.9,19.5,0,1797,
1769069700,"2026/01/22 09:15:00",19.8,19.5,0,1797,
1769071500,"2026/01/22 09:45:00",19.8,19.5,0,1807,
1769073300,"2026/01/22 10:15:00",19.8,19.5,0,1797,
1769075100,"2026/01/22 10:45:00",19.8,19.5,0,1797,
1769076900,"2026/01/22 11:15:00",19.9,19.5,0,1797,
1769078700,"2026/01/22 11:45:00",20,19.5,0,1807,
1769080500,"2026/01/22 12:15:00",20.1,19.5,0,1797,
1769082300,"2026/01/22 12:45:00",20.1,19.5,0,1797,
1769084100,"2026/01/22 13:15:00",20.1,19.5,0,1807,
1769085900,"2026/01/22 13:45:00",20,19.5,0,1797,
1769087700,"2026/01/22 14:15:00",19.9,19.5,0,1797,
1769089500,"2026/01/22 14:45:00",19.8,19.5,0,1807,
1769091300,"2026/01/22 15:15:00",19.7,19.5,0,1797,
1769093100,"2026/01/22 15:45:00",19.5,19.5,258,1539,
1769094900,"2026/01/22 16:15:00",19.3,19.5,549,1258,
1769096700,"2026/01/22 16:45:00",19.4,19.5,765,1032,
1769098500,"2026/01/22 17:15:00",19.5,19.5,559,1238,
1769100300,"2026/01/22 17:45:00",19.6,19.5,0,1796,
1769102100,"2026/01/22 18:15:00",19.6,19.5,0,1808,
1769103900,"2026/01/22 18:45:00",19.6,19.5,516,1281,
1769105700,"2026/01/22 19:15:00",19.6,19.5,323,1473,
1769107500,"2026/01/22 19:45:00",19.5,19.5,0,1808,
1769109300,"2026/01/22 20:15:00",19.4,19.5,904,893,
1769111100,"2026/01/22 20:45:00",19.6,19.5,0,1796,
1769112900,"2026/01/22 21:15:00",19.5,19.5,0,1808,
1769114700,"2026/01/22 21:45:00",19.5,19.5,323,1474,
1769116500,"2026/01/22 22:15:00",19.4,18.8,0,1829,
1769118300,"2026/01/22 22:45:00",19.3,18.5,0,1797,
1769120100,"2026/01/22 23:15:00",19.1,18.5,0,1807,
1769121900,"2026/01/22 23:45:00",18.9,18.5,0,1797,
1769123700,"2026/01/23 00:15:00",18.8,18.5,0,1797,
1769125500,"2026/01/23 00:45:00",18.7,18.5,0,1807,
1769127300,"2026/01/23 01:15:00",18.6,18.5,0,1797,
1769129100,"2026/01/23 01:45:00",18.5,18.5,0,1797,
1769130900,"2026/01/23 02:15:00",18.4,18.5,775,1021,
1769132700,"2026/01/23 02:45:00",18.5,18.5,0,1808,
1769134500,"2026/01/23 03:15:00",18.5,18.5,387,1410,
1769136300,"2026/01/23 03:45:00",18.5,18.5,258,1538,
1769138100,"2026/01/23 04:15:00",18.5,18.5,453,1355,
1769139900,"2026/01/23 04:45:00",18.5,18.5,324,1473,
1769141700,"2026/01/23 05:15:00",18.5,18.5,0,1796,
1769143500,"2026/01/23 05:45:00",18.4,18.5,312,1496,
1769145300,"2026/01/23 06:15:00",18.5,18.5,527,1270,
1769147100,"2026/01/23 06:45:00",18.6,18.3,0,1796,
1769148900,"2026/01/23 07:15:00",18.5,19.3,1194,603,
1769150700,"2026/01/23 07:45:00",19,19.5,1797,0,
1769152500,"2026/01/23 08:15:00",19.7,19.5,430,1377,
1769154300,"2026/01/23 08:45:00",19.8,19.5,0,1797,
1769156100,"2026/01/23 09:15:00",19.7,19.5,0,1797,
1769157900,"2026/01/23 09:45:00",19.5,19.5,194,1613,
1769159700,"2026/01/23 10:15:00",19.4,19.5,118,1679,
1769161500,"2026/01/23 10:45:00",19.4,19.5,849,947,
1769163300,"2026/01/23 11:15:00",19.5,19.5,388,1409,
1769165100,"2026/01/23 11:45:00",19.4,19.5,0,1807,
1769166900,"2026/01/23 12:15:00",19.4,19.5,1096,701,
1769168700,"2026/01/23 12:45:00",19.6,19.5,0,1797,
1769170500,"2026/01/23 13:15:00",19.5,19.5,323,1484,
1769172300,"2026/01/23 13:45:00",19.5,19.5,258,1539,
1769174100,"2026/01/23 14:15:00",19.4,19.5,893,904,
1769175900,"2026/01/23 14:45:00",19.5,19.5,332,1475,
1769177700,"2026/01/23 15:15:00",19.5,19.5,0,1797,
1769179500,"2026/01/23 15:45:00",19.5,19.5,484,1313,
1769181300,"2026/01/23 16:15:00",19.5,19.5,548,1259,
1769183100,"2026/01/23 16:45:00",19.5,19.5,215,1582,
1769184900,"2026/01/23 17:15:00",19.5,19.5,247,1550,
1769186700,"2026/01/23 17:45:00",19.5,19.5,311,1485,
