"Home name",Long,Lat
1769188500,"2026/01/23 18:15:00",19.5,19.5,453,1355,
1769190300,"2026/01/23 18:45:00",19.5,19.5,582,1215,
1769192100,"2026/01/23 19:15:00",19.5,19.5,388,1408,
1769193900,"2026/01/23 19:45:00",19.5,19.5,451,1357,
1769195700,"2026/01/23 20:15:00",19.5,19.5,323,1474,
1769197500,"2026/01/23 20:45:00",19.5,19.5,388,1408,
1769199300,"2026/01/23 21:15:00",19.5,19.5,453,1355,
1769201100,"2026/01/23 21:45:00",19.5,19.5,388,1409,
1769202900,"2026/01/23 22:15:00",19.5,18.5,0,1764,
1769204700,"2026/01/23 22:45:00",19.4,18.5,0,1797,
1769206500,"2026/01/23 23:15:00",19.2,18.5,0,2400,
1769208300,"2026/01/23 23:45:00",19.1,18.5,0,1205,
1769210100,"2026/01/24 00:15:00",18.9,18.5,0,1797,
1769211900,"2026/01/24 00:45:00",18.8,18.5,0,2399,
1769213700,"2026/01/24 01:15:00",18.7,18.5,0,1205,
1769215500,"2026/01/24 01:45:00",18.6,18.5,0,1797,
1769217300,"2026/01/24 02:15:00",18.5,18.5,389,1408,
1769219100,"2026/01/24 02:45:00",18.5,18.5,290,1517,
1769220900,"2026/01/24 03:15:00",18.5,18.5,248,1549,
1769222700,"2026/01/24 03:45:00",18.5,18.5,365,1432,
1769224500,"2026/01/24 04:15:00",18.5,18.5,473,1926,
1769226300,"2026/01/24 04:45:00",18.6,18.5,236,969,
1769228100,"2026/01/24 05:15:00",18.6,18.5,0,1797,
1769229900,"2026/01/24 05:45:00",18.5,18.5,64,2335,
1769231700,"2026/01/24 06:15:00",18.5,18.5,516,689,
1769233500,"2026/01/24 06:45:00",18.5,18.5,0,1797,
1769235300,"2026/01/24 07:15:00",18.5,19.3,1194,613,
1769237100,"2026/01/24 07:45:00",19,19.5,1797,0,
1769238900,"2026/01/24 08:15:00",19.8,19.5,624,1183,
1769240700,"2026/01/24 08:45:00",19.9,19.5,0,1797,
1769242500,"2026/01/24 09:15:00",19.8,19.5,0,1797,
1769244300,"2026/01/24 09:45:00",19.6,19.5,0,1807,
1769246100,"2026/01/24 10:15:00",19.4,19.5,311,1486,
1769247900,"2026/01/24 10:45:00",19.4,19.5,506,1291,
1769249700,"2026/01/24 11:15:00",19.5,19.5,602,1195,
1769251500,"2026/01/24 11:45:00",19.5,19.5,0,1807,
1769253300,"2026/01/24 12:15:00",19.4,19.5,0,1797,
1769255100,"2026/01/24 12:45:00",19.4,19.5,839,958,
1769256900,"2026/01/24 13:15:00",19.5,19.5,0,1807,
1769258700,"2026/01/24 13:45:00",19.5,19.5,387,1410,
1769260500,"2026/01/24 14:15:00",19.5,19.5,323,1474,
1769262300,"2026/01/24 14:45:00",19.4,19.5,581,1226,
1769264100,"2026/01/24 15:15:00",19.5,19.5,452,1345,
1769265900,"2026/01/24 15:45:00",19.5,19.5,452,1345,
1769267700,"2026/01/24 16:15:00",19.5,19.5,323,1484,
1769269500,"2026/01/24 16:45:00",19.5,19.5,473,1324,
1769271300,"2026/01/24 17:15:00",19.5,19.5,377,1420,
1769273100,"2026/01/24 17:45:00",19.6,19.5,183,1613,
1769274900,"2026/01/24 18:15:00",19.6,19.5,0,1808,
1769276700,"2026/01/24 18:45:00",19.5,19.5,0,1797,
1769278500,"2026/01/24 19:15:00",19.4,19.5,775,1021,
1769280300,"2026/01/24 19:45:00",19.5,19.5,387,1421,
1769282100,"2026/01/24 20:15:00",19.5,19.5,0,1797,
1769283900,"2026/01/24 20:45:00",19.5,19.5,453,1343,
1769285700,"2026/01/24 21:15:00",19.5,19.5,0,1808,
1769287500,"2026/01/24 21:45:00",19.4,19.6,1173,753,
1769289300,"2026/01/24 22:15:00",19.6,19.5,365,1431,
1769291100,"2026/01/24 22:45:00",19.7,19.5,0,1797,
1769292900,"2026/01/24 23:15:00",19.6,19.5,0,1797,
1769294700,"2026/01/24 23:45:00",19.4,19.5,0,1806,
1769296500,"2026/01/25 00:15:00",19.3,19.5,527,1270,
1769298300,"2026/01/25 00:45:00",19.3,19.5,711,1086,
1769300100,"2026/01/25 01:15:00",19.4,19.5,451,1356,
1769301900,"2026/01/25 01:45:00",19.5,19.5,0,1797,
1769303700,"2026/01/25 02:15:00",19.4,19.5,753,1044,
1769305500,"2026/01/25 02:45:00",19.6,19.5,280,1527,
1769307300,"2026/01/25 03:15:00",19.6,19.5,0,1797,
1769309100,"2026/01/25 03:45:00",19.5,19.5,344,1453,
1769310900,"2026/01/25 04:15:00",19.4,19.5,311,1486,
1769312700,"2026/01/25 04:45:00",19.4,18.8,376,1765,
1769314500,"2026/01/25 05:15:00",19.4,18.5,0,1796,
1769316300,"2026/01/25 05:45:00",19.3,18.5,0,1808,
1769318100,"2026/01/25 06:15:00",19.2,18.5,0,1797,
1769319900,"2026/01/25 06:45:00",19,19.5,1173,591,
1769321700,"2026/01/25 07:15:00",19.4,19.5,581,1216,
1769323500,"2026/01/25 07:45:00",19.6,19.5,0,1807,
1769325300,"2026/01/25 08:15:00",19.5,19.5,0,1797,
1769327100,"2026/01/25 08:45:00",19.4,19.5,636,1161,
1769328900,"2026/01/25 09:15:00",19.5,19.5,204,1603,
1769330700,"2026/01/25 09:45:00",19.6,19.5,0,1797,
1769332500,"2026/01/25 10:15:00",19.4,19.5,226,1571,
1769334300,"2026/01/25 10:45:00",19.5,19.5,764,1033,
1769336100,"2026/01/25 11:15:00",19.6,19.5,171,1636,
1769337900,"2026/01/25 11:45:00",19.5,19.5,0,1797,
1769339700,"2026/01/25 12:15:00",19.5,19.5,581,1216,
1769341500,"2026/01/25 12:45:00",19.5,19.5,453,1354,
1769343300,"2026/01/25 13:15:00",19.5,19.5,0,1797,
1769345100,"2026/01/25 13:45:00",19.5,19.5,323,1474,
1769346900,"2026/01/25 14:15:00",19.5,19.5,323,1484,
1769348700,"2026/01/25 14:45:00",19.4,19.5,839,958,
1769350500,"2026/01/25 15:15:00",19.5,19.5,388,1409,
1769352300,"2026/01/25 15:45:00",19.6,19.5,0,1807,
1769354100,"2026/01/25 16:15:00",19.6,19.5,259,1538,
1769355900,"2026/01/25 16:45:00",19.5,19.5,323,1474,
1769357700,"2026/01/25 17:15:00",19.5,19.5,248,1548,
1769359500,"2026/01/25 17:45:00",19.5,19.5,453,1355,
1769361300,"2026/01/25 18:15:00",19.5,19.5,269,1528,
1769363100,"2026/01/25 18:45:00",19.5,19.5,0,1796,
1769364900,"2026/01/25 19:15:00",19.5,19.5,839,969,
1769366700,"2026/01/25 19:45:00",19.7,19.5,0,1797,
1769368500,"2026/01/25 20:15:00",19.7,19.5,0,1796,
1769370300,"2026/01/25 20:45:00",19.6,19.5,0,1808,
1769372100,"2026/01/25 21:15:00",19.5,19.5,322,1475,
1769373900,"2026/01/25 21:45:00",19.4,19.5,451,1345,
1769375700,"2026/01/25 22:15:00",19.5,18.5,0,1399,
1769377500,"2026/01/25 22:45:00",19.3,18.5,0,1797,
1769379300,"2026/01/25 23:15:00",19.2,18.5,0,1807,
1769381100,"2026/01/25 23:45:00",19.1,18.5,0,1797,
1769382900,"2026/01/26 00:15:00",19,18.5,0,1797,
1769384700,"2026/01/26 00:45:00",18.9,18.5,0,1807,
1769386500,"2026/01/26 01:15:00",18.8,18.5,0,1797,
1769388300,"2026/01/26 01:45:00",18.7,18.5,0,1797,
1769390100,"2026/01/26 02:15:00",18.6,18.5,0,1797,
1769391900,"2026/01/26 02:45:00",18.5,18.5,0,1807,
1769393700,"2026/01/26 03:15:00",18.5,18.5,280,1517,
1769395500,"2026/01/26 03:45:00",18.5,18.5,183,1614,
1769397300,"2026/01/26 04:15:00",18.5,18.5,257,1550,
1769399100,"2026/01/26 04:45:00",18.5,18.5,377,1420,
1769400900,"2026/01/26 05:15:00",18.5,18.5,258,1539,
1769402700,"2026/01/26 05:45:00",18.5,18.5,258,1549,
1769404500,"2026/01/26 06:15:00",18.5,18.5,0,1797,
1769406300,"2026/01/26 06:45:00",18.5,18.5,646,1151,
1769408100,"2026/01/26 07:15:00",18.6,19.3,1194,613,
1769409900,"2026/01/26 07:45:00",19.2,19.5,1797,0,
1769411700,"2026/01/26 08:15:00",19.8,19.5,237,1570,
1769413500,"2026/01/26 08:45:00",19.9,19.5,0,1797,
1769415300,"2026/01/26 09:15:00",19.8,19.5,0,1797,
1769417100,"2026/01/26 09:45:00",19.7,19.5,0,1807,
1769418900,"2026/01/26 10:15:00",19.8,19.5,0,1797,
1769420700,"2026/01/26 10:45:00",19.7,19.5,0,1797,
1769422500,"2026/01/26 11:15:00",19.5,19.5,356,1441,
1769424300,"2026/01/26 11:45:00",19.4,19.5,452,1355,
1769426100,"2026/01/26 12:15:00",19.4,19.5,312,1485,
1769427900,"2026/01/26 12:45:00",19.5,19.5,301,1496,
1769429700,"2026/01/26 13:15:00",19.5,19.5,387,1420,
1769431500,"2026/01/26 13:45:00",19.5,19.5,0,1797,
1769433300,"2026/01/26 14:15:00",19.4,19.5,776,1021,
1769435100,"2026/01/26 14:45:00",19.6,19.5,258,1549,
1769436900,"2026/01/26 15:15:00",19.5,19.5,0,1797,
1769438700,"2026/01/26 15:45:00",19.5,19.5,581,1216,
1769440500,"2026/01/26 16:15:00",19.5,19.5,0,1807,
1769442300,"2026/01/26 16:45:00",19.4,19.5,796,1001,
1769444100,"2026/01/26 17:15:00",19.5,19.5,43,1754,
1769445900,"2026/01/26 17:45:00",19.5,19.5,516,1280,
1769447700,"2026/01/26 18:15:00",19.6,19.5,66,1742,
1769449500,"2026/01/26 18:45:00",19.5,19.5,247,1550,
1769451300,"2026/01/26 19:15:00",19.5,19.5,182,1614,
1769453100,"2026/01/26 19:45:00",19.5,19.5,280,1528,
1769454900,"2026/01/26 20:15:00",19.5,19.5,323,1474,
1769456700,"2026/01/26 20:45:00",19.5,19.5,387,1409,
1769458500,"2026/01/26 21:15:00",19.5,19.5,0,1808,
1769460300,"2026/01/26 21:45:00",19.5,19.5,774,1023,
1769462100,"2026/01/26 22:15:00",19.5,18.5,0,1764,
1769463900,"2026/01/26 22:45:00",19.4,18.5,0,1797,
1769465700,"2026/01/26 23:15:00",19.4,18.5,0,1807,
1769467500,"2026/01/26 23:45:00",19.2,18.5,0,1797,
1769469300,"2026/01/27 00:15:00",19.1,18.5,0,1797,
1769471100,"2026/01/27 00:45:00",19,18.5,0,1807,
1769472900,"2026/01/27 01:15:00",18.9,18.5,0,1797,
1769474700,"2026/01/27 01:45:00",18.8,18.5,0,1797,
1769476500,"2026/01/27 02:15:00",18.7,18.5,0,1797,
1769478300,"2026/01/27 02:45:00",18.7,18.5,0,1807,
1769480100,"2026/01/27 03:15:00",18.6,18.5,0,1797,
1769481900,"2026/01/27 03:45:00",18.5,18.5,0,1797,
1769483700,"2026/01/27 04:15:00",18.4,18.5,75,1732,
1769485500,"2026/01/27 04:45:00",18.4,18.5,570,1227,
1769487300,"2026/01/27 05:15:00",18.5,18.5,388,1409,
1769489100,"2026/01/27 05:45:00",18.5,18.5,0,1807,
1769490900,"2026/01/27 06:15:00",18.5,18.5,322,1475,
1769492700,"2026/01/27 06:45:00",18.5,18.5,0,1797,
1769494500,"2026/01/27 07:15:00",18.4,19.3,1194,613,
1769496300,"2026/01/27 07:45:00",19,19.5,1797,0,
1769498100,"2026/01/27 08:15:00",19.8,19.5,625,1182,
1769499900,"2026/01/27 08:45:00",19.9,19.5,0,1797,
1769501700,"2026/01/27 09:15:00",19.8,19.5,0,1797,
1769503500,"2026/01/27 09:45:00",19.7,19.5,0,1807,
1769505300,"2026/01/27 10:15:00",19.5,19.5,119,1678,
1769507100,"2026/01/27 10:45:00",19.4,19.5,268,1529,
1769508900,"2026/01/27 11:15:00",19.4,19.5,451,1346,
1769510700,"2026/01/27 11:45:00",19.5,19.5,516,1291,
1769512500,"2026/01/27 12:15:00",19.5,19.5,258,1539,
1769514300,"2026/01/27 12:45:00",19.5,19.5,388,1409,
1769516100,"2026/01/27 13:15:00",19.5,19.5,388,1419,
1769517900,"2026/01/27 13:45:00",19.5,19.5,0,1797,
1769519700,"2026/01/27 14:15:00",19.4,19.5,710,1087,
1769521500,"2026/01/27 14:45:00",19.5,19.5,323,1484,
1769523300,"2026/01/27 15:15:00",19.5,19.5,0,1797,
1769525100,"2026/01/27 15:45:00",19.4,19.5,548,1249,
1769526900,"2026/01/27 16:15:00",19.6,19.5,226,1581,
1769528700,"2026/01/27 16:45:00",19.5,19.5,280,1517,
1769530500,"2026/01/27 17:15:00",19.5,19.5,237,1560,
1769532300,"2026/01/27 17:45:00",19.5,19.5,0,1796,
1769534100,"2026/01/27 18:15:00",19.5,19.5,840,968,
1769535900,"2026/01/27 18:45:00",19.5,19.5,0,1797,
1769537700,"2026/01/27 19:15:00",19.5,19.5,0,1796,
1769539500,"2026/01/27 19:45:00",19.4,19.5,452,1356,
1769541300,"2026/01/27 20:15:00",19.5,19.5,323,1474,
1769543100,"2026/01/27 20:45:00",19.5,19.5,0,1796,
1769544900,"2026/01/27 21:15:00",19.5,19.5,452,1356,
1769546700,"2026/01/27 21:45:00",19.5,19.5,0,1797,
1769548500,"2026/01/27 22:15:00",19.5,18.8,0,1829,
1769550300,"2026/01/27 22:45:00",19.4,18.5,0,1797,
1769552100,"2026/01/27 23:15:00",19.2,18.5,0,1807,
1769553900,"2026/01/27 23:45:00",19.1,18.5,0,1797,
1769555700,"2026/01/28 00:15:00",18.9,18.5,0,1797,
1769557500,"2026/01/28 00:45:00",18.8,18.5,0,1807,
1769559300,"2026/01/28 01:15:00",18.7,18.5,0,1797,
1769561100,"2026/01/28 01:45:00",18.7,18.5,0,1797,
1769562900,"2026/01/28 02:15:00",18.6,18.5,0,1796,
1769564700,"2026/01/28 02:45:00",18.5,18.5,0,1808,
1769566500,"2026/01/28 03:15:00",18.4,18.5,389,1408,
1769568300,"2026/01/28 03:45:00",18.4,18.5,269,1527,
1769570100,"2026/01/28 04:15:00",18.5,18.5,322,1486,
1769571900,"2026/01/28 04:45:00",18.5,18.5,183,1614,
1769573700,"2026/01/28 05:15:00",18.5,18.5,322,1474,
1769575500,"2026/01/28 05:45:00",18.5,18.5,0,1808,
1769577300,"2026/01/28 06:15:00",18.5,18.5,452,1345,
1769579100,"2026/01/28 06:45:00",18.5,18.5,323,1473,
1769580900,"2026/01/28 07:15:00",18.5,19.3,1194,614,
1769582700,"2026/01/28 07:45:00",19.1,19.5,1797,0,
1769584500,"2026/01/28 08:15:00",19.8,19.5,300,1507,
1769586300,"2026/01/28 08:45:00",19.9,19.5,0,1797,
1769588100,"2026/01/28 09:15:00",19.8,19.5,0,1797,
1769589900,"2026/01/28 09:45:00",19.7,19.5,0,1807,
1769591700,"2026/01/28 10:15:00",19.5,19.5,0,1797,
1769593500,"2026/01/28 10:45:00",19.3,19.5,431,1366,
1769595300,"2026/01/28 11:15:00",19.4,19.5,796,1000,
1769597100,"2026/01/28 11:45:00",19.6,19.5,0,1808,
1769598900,"2026/01/28 12:15:00",19.5,19.5,0,1797,
1769600700,"2026/01/28 12:45:00",19.4,19.5,0,1796,
1769602500,"2026/01/28 13:15:00",19.4,19.5,1290,518,
1769604300,"2026/01/28 13:45:00",19.6,19.5,0,1797,
1769606100,"2026/01/28 14:15:00",19.6,19.5,0,1796,
1769607900,"2026/01/28 14:45:00",19.5,19.5,580,1228,
1769609700,"2026/01/28 15:15:00",19.6,19.5,0,1797,
1769611500,"2026/01/28 15:45:00",19.5,19.5,774,1022,
1769613300,"2026/01/28 16:15:00",19.6,19.5,0,1808,
1769615100,"2026/01/28 16:45:00",19.5,19.5,517,1280,
1769616900,"2026/01/28 17:15:00",19.5,19.5,0,1796,
1769618700,"2026/01/28 17:45:00",19.4,19.5,451,1346,
1769620500,"2026/01/28 18:15:00",19.5,19.5,323,1485,
1769622300,"2026/01/28 18:45:00",19.5,19.5,183,1613,
1769624100,"2026/01/28 19:15:00",19.5,19.5,312,1485,
1769625900,"2026/01/28 19:45:00",19.5,19.5,345,1463,
1769627700,"2026/01/28 20:15:00",19.5,19.5,323,1473,
1769629500,"2026/01/28 20:45:00",19.5,19.5,388,1409,
1769631300,"2026/01/28 21:15:00",19.6,19.5,0,1808,
1769633100,"2026/01/28 21:45:00",19.5,19.5,0,1796,
1769634900,"2026/01/28 22:15:00",19.3,18.5,0,1765,
1769636700,"2026/01/28 22:45:00",19.1,18.5,0,1797,
1769638500,"2026/01/28 23:15:00",19,18.5,0,1807,
1769640300,"2026/01/28 23:45:00",18.9,18.5,0,1797,
1769642100,"2026/01/29 00:15:00",18.8,18.5,0,1797,
1769643900,"2026/01/29 00:45:00",18.7,18.5,0,1807,
1769645700,"2026/01/29 01:15:00",18.6,18.5,0,1797,
1769647500,"2026/01/29 01:45:00",18.5,18.5,0,1797,
1769649300,"2026/01/29 02:15:00",18.5,18.5,323,1473,
1769651100,"2026/01/29 02:45:00",18.4,18.5,452,1356,
1769652900,"2026/01/29 03:15:00",18.5,18.5,452,1344,
1769654700,"2026/01/29 03:45:00",18.5,18.5,0,1796,
1769656500,"2026/01/29 04:15:00",18.5,18.5,516,1292,
1769658300,"2026/01/29 04:45:00",18.5,18.5,0,1797,
1769660100,"2026/01/29 05:15:00",18.5,18.5,312,1484,
1769661900,"2026/01/29 05:45:00",18.5,18.5,11,1797,
1769663700,"2026/01/29 06:15:00",18.4,18.5,43,1754,
1769665500,"2026/01/29 06:45:00",18.5,18.5,731,1065,
1769667300,"2026/01/29 07:15:00",18.6,19.3,1194,614,
1769669100,"2026/01/29 07:45:00",19.2,19.5,1797,0,
1769670900,"2026/01/29 08:15:00",19.8,19.5,301,1506,
1769672700,"2026/01/29 08:45:00",19.9,19.5,0,1797,
1769674500,"2026/01/29 09:15:00",19.8,19.5,0,1797,
1769676300,"2026/01/29 09:45:00",19.5,19.5,0,1807,
1769678100,"2026/01/29 10:15:00",19.4,19.5,506,1291,
1769679900,"2026/01/29 10:45:00",19.4,19.5,528,1269,
1769681700,"2026/01/29 11:15:00",19.5,19.5,226,1570,
1769683500,"2026/01/29 11:45:00",19.4,19.5,258,1550,
1769685300,"2026/01/29 12:15:00",19.5,19.5,291,1506,
1769687100,"2026/01/29 12:45:00",19.5,19.5,451,1345,
1769688900,"2026/01/29 13:15:00",19.5,19.5,453,1355,
1769690700,"2026/01/29 13:45:00",19.5,19.5,451,1346,
1769692500,"2026/01/29 14:15:00",19.5,19.5,0,1796,
1769694300,"2026/01/29 14:45:00",19.4,19.5,904,904,
1769696100,"2026/01/29 15:15:00",19.6,19.5,0,1797,
1769697900,"2026/01/29 15:45:00",19.6,19.5,451,1345,
1769699700,"2026/01/29 16:15:00",19.6,19.5,0,1808,
1769701500,"2026/01/29 16:45:00",19.4,19.5,667,1130,
1769703300,"2026/01/29 17:15:00",19.5,19.5,494,1302,
1769705100,"2026/01/29 17:45:00",19.5,19.5,0,1797,
1769706900,"2026/01/29 18:15:00",19.6,19.5,258,1550,
1769708700,"2026/01/29 18:45:00",19.5,19.5,193,1603,
1769710500,"2026/01/29 19:15:00",19.5,19.5,0,1797,
1769712300,"2026/01/29 19:45:00",19.5,19.5,323,1485,
1769714100,"2026/01/29 20:15:00",19.5,19.5,322,1474,
1769715900,"2026/01/29 20:45:00",19.5,19.5,453,1344,
1769717700,"2026/01/29 21:15:00",19.5,19.5,322,1486,
1769719500,"2026/01/29 21:45:00",19.5,19.5,0,1796,
1769721300,"2026/01/29 22:15:00",19.4,18.8,0,1829,
1769723100,"2026/01/29 22:45:00",19.3,18.5,0,1797,
1769724900,"2026/01/29 23:15:00",19.1,18.5,0,1808,
1769726700,"2026/01/29 23:45:00",18.9,18.5,0,1796,
1769728500,"2026/01/30 00:15:00",18.8,18.5,0,1798,
1769730300,"2026/01/30 00:45:00",18.7,18.5,0,1808,
1769732100,"2026/01/30 01:15:00",18.7,18.5,0,1796,
1769733900,"2026/01/30 01:45:00",18.6,18.5,0,1797,
1769735700,"2026/01/30 02:15:00",18.5,18.5,0,1797,
1769737500,"2026/01/30 02:45:00",18.4,18.5,451,1356,
1769739300,"2026/01/30 03:15:00",18.5,18.5,517,1280,
1769741100,"2026/01/30 03:45:00",18.5,18.5,0,1797,
1769742900,"2026/01/30 04:15:00",18.5,18.5,517,1290,
1769744700,"2026/01/30 04:45:00",18.5,18.5,0,1797,
1769746500,"2026/01/30 05:15:00",18.5,18.5,257,1540,
1769748300,"2026/01/30 05:45:00",18.5,18.5,323,1484,
1769750100,"2026/01/30 06:15:00",18.5,18.5,451,1346,
1769751900,"2026/01/30 06:45:00",18.5,18.5,324,1473,
1769753700,"2026/01/30 07:15:00",18.6,19.3,1194,613,
1769755500,"2026/01/30 07:45:00",19.1,19.5,1797,0,
1769757300,"2026/01/30 08:15:00",19.8,19.5,237,1571,
1769759100,"2026/01/30 08:45:00",19.9,19.5,0,1796,
1769760900,"2026/01/30 09:15:00",19.7,19.5,0,1797,
1769762700,"2026/01/30 09:45:00",19.6,19.5,0,1808,
1769764500,"2026/01/30 10:15:00",19.4,19.5,451,1345,
1769766300,"2026/01/30 10:45:00",19.4,19.5,365,1432,
1769768100,"2026/01/30 11:15:00",19.5,19.5,216,1581,
1769769900,"2026/01/30 11:45:00",19.4,19.5,97,1710,
1769771700,"2026/01/30 12:15:00",19.4,19.5,485,1312,
1769773500,"2026/01/30 12:45:00",19.5,19.5,387,1410,
1769775300,"2026/01/30 13:15:00",19.5,19.5,0,1806,
1769777100,"2026/01/30 13:45:00",19.4,19.5,1097,700,
1769778900,"2026/01/30 14:15:00",19.6,19.5,0,1797,
1769780700,"2026/01/30 14:45:00",19.5,19.5,0,1807,
1769782500,"2026/01/30 15:15:00",19.4,19.5,324,1473,
1769784300,"2026/01/30 15:45:00",19.4,19.5,937,860,
1769786100,"2026/01/30 16:15:00",19.6,19.5,98,1709,
1769787900,"2026/01/30 16:45:00",19.6,19.5,0,1797,
1769789700,"2026/01/30 17:15:00",19.5,19.5,527,1270,
1769791500,"2026/01/30 17:45:00",19.5,19.5,442,1355,
1769793300,"2026/01/30 18:15:00",19.5,19.5,259,1548,
1769795100,"2026/01/30 18:45:00",19.5,19.5,118,1679,
1769796900,"2026/01/30 19:15:00",19.5,19.5,333,1464,
1769798700,"2026/01/30 19:45:00",19.5,19.5,452,1355,
1769800500,"2026/01/30 20:15:00",19.5,19.5,388,1409,
1769802300,"2026/01/30 20:45:00",19.6,19.5,387,1410,
1769804100,"2026/01/30 21:15:00",19.5,19.5,0,1807,
1769805900,"2026/01/30 21:45:00",19.5,19.5,451,1346,
1769807700,"2026/01/30 22:15:00",19.5,18.5,0,1764,
1769809500,"2026/01/30 22:45:00",19.5,18.5,0,1797,
1769811300,"2026/01/30 23:15:00",19.3,18.5,0,1808,
1769813100,"2026/01/30 23:45:00",19.1,18.5,0,1796,
1769814900,"2026/01/31 00:15:00",18.9,18.5,0,1797,
1769816700,"2026/01/31 00:45:00",18.8,18.5,0,1808,
1769818500,"2026/01/31 01:15:00",18.7,18.5,0,1797,
1769820300,"2026/01/31 01:45:00",18.6,18.5,0,1797,
1769822100,"2026/01/31 02:15:00",18.5,18.5,0,1797,
1769823900,"2026/01/31 02:45:00",18.5,18.5,0,1807,
1769825700,"2026/01/31 03:15:00",18.4,18.5,388,1409,
1769827500,"2026/01/31 03:45:00",18.4,18.5,516,1281,
1769829300,"2026/01/31 04:15:00",18.5,18.5,451,1356,
1769831100,"2026/01/31 04:45:00",18.6,18.5,0,1797,
1769832900,"2026/01/31 05:15:00",18.5,18.5,388,1409,
1769834700,"2026/01/31 05:45:00",18.5,18.5,0,1807,
1769836500,"2026/01/31 06:15:00",18.5,18.5,645,1152,
1769838300,"2026/01/31 06:45:00",18.5,18.5,0,1797,
1769840100,"2026/01/31 07:15:00",18.5,19.3,1194,613,
1769841900,"2026/01/31 07:45:00",19,19.5,1797,0,
1769843700,"2026/01/31 08:15:00",19.8,19.5,431,1377,
1769845500,"2026/01/31 08:45:00",19.9,19.5,0,1796,
1769847300,"2026/01/31 09:15:00",19.8,19.5,0,1797,
1769849100,"2026/01/31 09:45:00",19.6,19.5,0,1808,
1769850900,"2026/01/31 10:15:00",19.5,19.5,311,1485,
1769852700,"2026/01/31 10:45:00",19.4,19.5,441,1356,
1769854500,"2026/01/31 11:15:00",19.5,19.5,441,1356,
1769856300,"2026/01/31 11:45:00",19.5,19.5,354,1453,
1769858100,"2026/01/31 12:15:00",19.5,19.5,0,1797,
1769859900,"2026/01/31 12:45:00",19.5,19.5,581,1216,
1769861700,"2026/01/31 13:15:00",19.6,19.5,0,1807,
1769863500,"2026/01/31 13:45:00",19.5,19.5,517,1280,
1769865300,"2026/01/31 14:15:00",19.5,19.5,0,1797,
1769867100,"2026/01/31 14:45:00",19.5,19.5,646,1161,
1769868900,"2026/01/31 15:15:00",19.5,19.5,387,1410,
1769870700,"2026/01/31 15:45:00",19.6,19.5,0,1797,
1769872500,"2026/01/31 16:15:00",19.6,19.5,0,1807,
1769874300,"2026/01/31 16:45:00",19.5,19.5,473,1324,
1769876100,"2026/01/31 17:15:00",19.4,19.5,377,1420,
1769877900,"2026/01/31 17:45:00",19.4,19.5,441,1356,
1769879700,"2026/01/31 18:15:00",19.5,19.5,193,1614,
1769881500,"2026/01/31 18:45:00",19.5,19.5,0,1797,
1769883300,"2026/01/31 19:15:00",19.5,19.5,580,1217,
1769885100,"2026/01/31 19:45:00",19.5,19.5,0,1807,
1769886900,"2026/01/31 20:15:00",19.5,19.5,580,1217,
1769888700,"2026/01/31 20:45:00",19.5,19.5,398,1399,
1769890500,"2026/01/31 21:15:00",19.5,19.5,388,1419,
1769892300,"2026/01/31 21:45:00",19.5,19.5,0,1797,
1769894100,"2026/01/31 22:15:00",19.5,18.5,0,1764,
1769895900,"2026/01/31 22:45:00",19.3,18.5,0,1797,
1769897700,"2026/01/31 23:15:00",19.1,18.5,0,2399,
1769899500,"2026/01/31 23:45:00",19,18.5,0,1205,
